Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
ASSOCIATED BK NA,ASSOCIATED BANC-CORP,49,917742,"GREEN BAY, WI",NAT,41573,41573,100,80,188,0,N
RAYMOND JAMES BK,RAYMOND JAMES FNCL,50,2193616,"SAINT PETERSBURG, FL",SMB,40812,40459,99,80,0,0,N
DEUTSCHE BK TC AMERICAS,DB USA CORP,51,214807,"NEW YORK, NY",SMB,40591,40591,100,80,0,0,N
BARCLAYS BK DE,BARCLAYS US LLC,52,2980209,"WILMINGTON, DE",SNM,40173,40173,100,80,0,0,N
PROSPERITY BK,PROSPERITY BSHRS,53,664756,"EL CAMPO, TX",SNM,39759,39759,100,80,301,0,N
EVERBANK NA,EVERBANK FNCL CORP,54,2735146,"JACKSONVILLE, FL",NAT,39446,39446,100,81,9,0,N
BANK OZK,,55,107244,"LITTLE ROCK, AR",SNM,36836,36836,100,81,230,0,N
BANKUNITED NA,BANKUNITED,56,3938186,"MIAMI LAKES, FL",NAT,35402,35402,100,81,57,0,N
HANCOCK WHITNEY BK,HANCOCK WHITNEY CORP,57,463735,"GULFPORT, MS",SNM,35392,35392,100,81,183,0,N
BANC OF CA,BANC OF CA,58,494261,"LOS ANGELES, CA",SMB,35160,35160,100,81,93,0,N
T D BK USA NA,TD GRP US HOLDS LLC,59,2121196,"WILMINGTON, DE",NAT,33691,33691,100,81,0,0,N
FULTON BK NA,FULTON FNCL CORP,60,474919,"LANCASTER, PA",NAT,31646,31646,100,82,235,0,N
FIRST NB OF OMAHA,LAURITZEN CORP,61,527954,"OMAHA, NE",NAT,31497,31497,100,82,119,0,N
BNY MELLON NA,BANK OF NY MELLON CORP,62,934329,"PITTSBURGH, PA",NAT,30917,30917,100,82,0,0,N
COMMERCE BK,COMMERCE BSHRS,63,601050,"KANSAS CITY, MO",SMB,30345,30345,100,82,141,0,N
FIRST INTRST BK,FIRST INTRST BANCSYSTEM,64,659855,"BILLINGS, MT",SMB,30218,30218,100,82,303,0,N
UNITED BK,UNITED BSHRS,65,365325,"FAIRFAX, VA",SMB,29868,29868,100,82,217,0,N
TEXAS CAP BK,TEXAS CAP BSHRS,66,2618780,"DALLAS, TX",SNM,29734,29734,100,82,10,0,N
WASHINGTON FED BK,WAFD,67,656377,"SEATTLE, WA",SNM,28564,28564,100,83,210,0,N
GLACIER BK,GLACIER BC,68,2634191,"KALISPELL, MT",SNM,27785,27785,100,83,208,0,N
SOFI BK NA,SOFI TECHS,69,962966,"COTTONWOOD HEIGHTS, UT",NAT,27361,27361,100,83,3,0,N
FIRSTBANK,REISHER FAM FOUND,70,288853,"LAKEWOOD, CO",SMB,27337,27337,100,83,100,0,N
SIMMONS BK,SIMMONS FIRST NAT CORP,71,663245,"PINE BLUFF, AR",SMB,27328,27328,100,83,241,0,N
UNITED CMNTY BK,UNITED CMNTY BK,72,1017939,"GREENVILLE, SC",SMB,26999,26999,100,83,191,0,N
AMERIS BK,AMERIS BC,73,764030,"ATLANTA, GA",SNM,26429,26429,100,83,164,0,N
ARVEST BK,ARVEST BK GRP,74,311845,"FAYETTEVILLE, AR",SMB,26283,26283,100,83,224,0,N
CITY NB OF FL,BCI FNCL GRP,75,814430,"MIAMI, FL",NAT,26204,26204,100,84,29,0,N
ATLANTIC UNION BK,ATLANTIC UNION BSHRS CORP,76,693224,"RICHMOND, VA",SMB,24642,24642,100,84,129,0,N
FIRST HAWAIIAN BK,FIRST HAWAIIAN,77,980661,"HONOLULU, HI",SNM,23993,23313,97,84,47,0,Y
BANK OF HAWAII,BANK OF HI CORP,78,795968,"HONOLULU, HI",SMB,23270,22655,97,84,49,1,Y
CATHAY BK,CATHAY GEN BC,79,595869,"LOS ANGELES, CA",SNM,23218,22899,99,84,62,1,N
CENTENNIAL BK,HOME BSHRS,80,456045,"CONWAY, AR",SMB,22845,22845,100,84,223,0,N
EASTERN BK,EASTERN BSHRS,81,128904,"BOSTON, MA",SNM,21028,21028,100,84,96,0,N
CUSTOMERS BK,CUSTOMERS BC,82,2354985,"MALVERN, PA",SMB,20957,20957,100,84,6,0,N
TRISTATE CAP BK,RAYMOND JAMES FNCL,83,3475083,"PITTSBURGH, PA",SMB,19680,19680,100,84,0,0,N
ROCKLAND TC,INDEPENDENT BC,84,613008,"ROCKLAND, MA",SNM,19414,19414,100,84,122,0,N
HTLF BK,HEARTLAND FNCL USA,85,3465226,"DENVER, CO",SNM,18739,18739,100,84,116,0,N
CENTRAL TR BK,CENTRAL BANCOMPANY INC,86,853952,"JEFFERSON CITY, MO",SMB,18645,18645,100,85,156,0,N
TRUSTMARK NB,TRUSTMARK CORP,87,342634,"JACKSON, MS",NAT,18450,18450,100,85,171,0,N
DBA INDEPENDENT FINANCIAL,INDEPENDENT BK GRP,88,122854,"MCKINNEY, TX",SNM,18355,18355,100,85,92,0,N
PACIFIC PREMIER BK,PACIFIC PREMIER BC,89,431172,"IRVINE, CA",SMB,18323,18323,100,85,57,0,N
FIRST MRCHS BK,FIRST MRCHS CORP,90,17147,"MUNCIE, IN",SNM,18292,18292,100,85,116,0,N
MERCHANTS BK OF IN,MERCHANTS BC,91,963945,"CARMEL, IN",SNM,18185,18185,100,85,5,0,N
WESBANCO BK,WESBANCO,92,645625,"WHEELING, WV",SNM,18095,18095,100,85,191,0,N
FIRST FNCL BK,FIRST FNCL BC,93,165628,"CINCINNATI, OH",SMB,18093,18092,100,85,131,0,N
STIFEL B&T,STIFEL FNCL CORP,94,3076248,"SAINT LOUIS, MO",SMB,18028,18028,100,85,1,0,N
RENASANT BK,RENASANT CORP,95,749242,"TUPELO, MS",SNM,17511,17511,100,85,160,0,N
BANK OF HOPE,HOPE BC,96,671464,"LOS ANGELES, CA",SNM,17370,17370,100,85,48,0,N
MECHANICS BK,2011 TCRT,97,936462,"WALNUT CREEK, CA",SNM,17327,17327,100,85,115,0,N
TOWNEBANK,,98,2797724,"PORTSMOUTH, VA",SNM,17069,17069,100,86,56,0,N
FIRST UNITED B&TC,SPEND LIFE WISELY CO,99,509950,"DURANT, OK",SNM,16428,16428,100,86,73,0,N
BREMER BK NA,OTTO BREMER TR,100,800657,"SAINT PAUL, MN",NAT,16208,16208,100,86,70,0,N
CITIZENS BUS BK,CVB FC,101,933966,"ONTARIO, CA",SNM,16159,16159,100,86,61,0,N
SERVISFIRST BK,SERVISFIRST BSHRS,102,3348888,"HOMEWOOD, AL",SNM,16049,16049,100,86,29,0,N
BANNER BK,BANNER CORP,103,352772,"WALLA WALLA, WA",SNM,15817,15817,100,86,135,0,N
COMMUNITY BK NA,COMMUNITY FNCL SYS,104,202907,"CANTON, NY",NAT,15654,15654,100,86,195,0,N
NEXBANK,SLHC TR,105,652874,"DALLAS, TX",SNM,15256,15256,100,86,1,0,N
BANK OF AMER CA NA,BANK OF AMER CORP,106,1443266,"SAN FRANCISCO, CA",NAT,15007,15007,100,86,0,0,N
SEACOAST NB,SEACOAST BKG CORP OF FL,107,34537,"STUART, FL",NAT,14943,14943,100,86,77,0,N
ENTERPRISE B&TC,ENTERPRISE FS CORP,108,1190476,"CLAYTON, MO",SNM,14587,14587,100,86,41,0,N
POPULAR BK,POPULAR,109,2736291,"NEW YORK, NY",SMB,14287,14287,100,86,41,0,N
SANDY SPRING BK,SANDY SPRING BC,110,506922,"OLNEY, MD",SMB,14002,14002,100,86,53,0,N
BELL BK,STATE BSHRS,111,929352,"FARGO, ND",SNM,13930,13930,100,86,27,0,N
FIRST FOUND BK,FIRST FOUND,112,3637685,"IRVINE, CA",SNM,13684,13684,100,87,29,0,N
DIME CMNTY BK,DIME CMNTY BSHRS,113,23504,"BRIDGEHAMPTON, NY",SMB,13534,13534,100,87,59,0,N
NBT BK NA,NBT BC,114,702117,"NORWICH, NY",NAT,13404,13404,100,87,154,0,N
OCEANFIRST BK NA,OCEANFIRST FNCL CORP,115,85472,"TOMS RIVER, NJ",NAT,13211,13211,100,87,39,0,N
FIRST FNCL BK,FIRST FNCL BSHRS,116,470050,"ABILENE, TX",SMB,13091,13091,100,87,79,0,N
PLAINSCAPITAL BK,DIAMOND HTH STOCK CO GP LLC,117,637451,"UNIVERSITY PARK, TX",SMB,12734,12734,100,87,57,0,N
VERITEX CMNTY BK,VERITEX HOLD,118,3221468,"DALLAS, TX",SMB,12645,12645,100,87,32,0,N
FIRSTBANK,FB FC,119,436159,"NASHVILLE, TN",SNM,12517,12517,100,87,82,0,N
ISRAEL DISCOUNT BK OF NY,DISCOUNT BC,120,320119,"NEW YORK, NY",SNM,12276,12276,100,87,6,0,Y
BERKSHIRE BK,BERKSHIRE HILLS BC,121,473501,"PITTSFIELD, MA",SNM,12214,12214,100,87,93,0,N
FARMERS & MRCHS BK LONG BEAC,PALOMAR ENT LLC,122,871769,"LONG BEACH, CA",SMB,12193,12193,100,87,26,0,N
FIRST BK,FIRST BC,123,216922,"SOUTHERN PINES, NC",SMB,12061,12061,100,87,112,0,N
WELLS FARGO NB WEST,WELLS FARGO & CO,124,1225761,"LAS VEGAS, NV",NAT,12012,12012,100,87,0,0,N
BUSEY BK,FIRST BUSEY CORP,125,416245,"CHAMPAIGN, IL",SNM,11936,11936,100,87,62,0,N
LIVE OAK BKG CO,LIVE OAK BSHRS,126,3650808,"WILMINGTON, NC",SNM,11787,11787,100,87,0,0,N
FIRST COMMONWEALTH BK,FIRST COMMONWEALTH FNCL CORP,127,42420,"INDIANA, PA",SNM,11597,11597,100,87,124,0,N
EAGLEBANK,EAGLE BC,128,2652092,"BETHESDA, MD",SMB,11248,11248,100,87,12,0,N
WASHINGTON TR BK,WTB FC,129,58971,"SPOKANE, WA",SNM,10789,10789,100,87,41,0,N
BANCFIRST,BANCFIRST CORP,130,1386251,"OKLAHOMA CITY, OK",SMB,10722,10722,100,88,111,0,N
STELLAR BK,STELLAR BC,131,3579589,"HOUSTON, TX",SNM,10711,10711,100,88,53,0,N
STIFEL BK,STIFEL FNCL CORP,132,3076220,"SAINT LOUIS, MO",SMB,10477,10477,100,88,0,0,N
SAFRA NB OF NY,SNBNY HOLD,133,918918,"NEW YORK, NY",NAT,9954,9924,100,88,3,0,Y
NBH BK,NATIONAL BK HOLDS CORP,134,4210227,"GREENWOOD VILLAGE, CO",SMB,9934,9934,100,88,92,0,N
PARK NB,PARK NAT CORP,135,489623,"NEWARK, OH",NAT,9875,9875,100,88,79,0,N
ORIGIN BK,ORIGIN BC,136,667757,"CHOUDRANT, LA",SMB,9853,9853,100,88,60,0,N
TRI CTY BK,TRICO BSHRS,137,100562,"CHICO, CA",SNM,9740,9740,100,88,68,0,N
AMERANT BK NA,AMERANT BC,138,83638,"CORAL GABLES, FL",NAT,9730,9730,100,88,23,0,N
CONNECTONE BK,CONNECTONE BC,139,3317932,"ENGLEWOOD CLIFFS, NJ",SNM,9715,9715,100,88,22,0,N
S&T BK,S&T BC,140,936426,"INDIANA, PA",SNM,9629,9629,100,88,71,0,N
BYLINE BK,BYLINE BC,141,129732,"CHICAGO, IL",SNM,9619,9619,100,88,49,0,N
WINTRUST BK NA,WINTRUST FC,142,2239288,"CHICAGO, IL",NAT,9566,9566,100,88,34,0,N
LENDINGCLUB BK NA,LENDINGCLUB CORP,143,264772,"LEHI, UT",NAT,9425,9425,100,88,1,0,N
WOODFOREST NB,WOODFOREST FNCL GRP ESOP W 401,144,412751,"THE WOODLANDS, TX",NAT,9298,9298,100,88,769,0,N
HOMESTREET BK,HOMESTREET,145,258771,"SEATTLE, WA",SNM,9261,9261,100,88,55,0,N
PEOPLES BK,PEOPLES BC,146,577128,"MARIETTA, OH",SMB,9216,9216,100,88,131,0,N
AMARILLO NB,AMARILLO NAT BC,147,353555,"AMARILLO, TX",NAT,9197,9197,100,88,31,0,N
FLUSHING BK,FLUSHING FC,148,959304,"UNIONDALE, NY",SNM,9095,9095,100,88,27,0,N
CENTIER BK,FIRST BSHRS,149,783648,"MERRILLVILLE, IN",SNM,8919,8919,100,88,58,0,N
1ST SOURCE BK,1ST SOURCE CORP,150,991340,"SOUTH BEND, IN",SMB,8877,8877,100,88,78,0,N
CROSS RIVER BK,CRB GRP,151,3783313,"FORT LEE, NJ",SNM,8815,8806,100,88,2,0,N
PREMIER BK,PREMIER FNCL CORP,152,981275,"YOUNGSTOWN, OH",SNM,8750,8750,100,88,72,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,153,1001152,"LAREDO, TX",SNM,8694,8694,100,88,73,0,N
PINNACLE BK,PINNACLE BC,154,913856,"LINCOLN, NE",SNM,8627,8627,100,89,71,0,N
LAKE FOREST B&TC NA,WINTRUST FC,155,1917301,"LAKE FOREST, IL",NAT,8576,7957,93,89,8,0,N
NICOLET NB,NICOLET BSHRS,156,2941068,"GREEN BAY, WI",NAT,8544,8544,100,89,56,0,N
UNION B&TC,FARMERS & MRCH INV,157,450856,"LINCOLN, NE",SNM,8501,8501,100,89,38,0,N
SOUTHSIDE BK,SOUTHSIDE BSHRS,158,361167,"TYLER, TX",SNM,8353,8353,100,89,57,0,N
STOCK YARDS B&TC,STOCK YARDS BC,159,317342,"LOUISVILLE, KY",SNM,8313,8313,100,89,71,0,N
AMALGAMATED BK,WORKERS UNITED,160,661308,"NEW YORK, NY",SNM,8257,8257,100,89,6,0,N
BANCORP BK NA,BANCORP,161,2858960,"SIOUX FALLS, SD",NAT,8129,8129,100,89,0,0,N
SUNFLOWER BK NA,FIRSTSUN CAP BC,162,474759,"DALLAS, TX",NAT,7986,7986,100,89,71,0,N
FIRST BK,FIRST BSHRS,163,2385514,"HATTIESBURG, MS",SMB,7957,7957,100,89,109,0,N
FIRST SECURITY BK,FIRST SECURITY BANCORP,164,673440,"SEARCY, AR",SMB,7951,7951,100,89,76,0,N
HORIZON BK,HORIZON BC,165,130541,"MICHIGAN CITY, IN",SNM,7884,7884,100,89,74,0,N
UNIVEST B&TC,UNIVEST FC,166,354310,"SOUDERTON, PA",SMB,7837,7837,100,89,50,0,N
TOMPKINS CMNTY BK,TOMPKINS FNCL CORP,167,433608,"ITHACA, NY",SNM,7830,7830,100,89,56,0,N
BURKE & HERBERT B&TC,BURKE & HERBERT FS CORP,168,933621,"ALEXANDRIA, VA",SNM,7804,7804,100,89,76,0,N
COMENITY BK,,169,1391778,"WILMINGTON, DE",SNM,7793,7793,100,89,0,0,N
BANKPLUS,BANCPLUS CORP,170,121642,"BELZONI, MS",SNM,7763,7763,100,89,83,0,N
MIDLAND ST BK,MIDLAND STATES BANCORP,171,773247,"EFFINGHAM, IL",SMB,7750,7750,100,89,56,0,N
BANK OF COLORADO,PINNACLE BC,172,255659,"FORT COLLINS, CO",SNM,7653,7653,100,89,53,0,N
CROSSFIRST BK,CROSSFIRST BSHRS,173,3594005,"LEAWOOD, KS",SNM,7634,7634,100,89,15,0,N
HANMI BK,HANMI FC,174,657365,"LOS ANGELES, CA",SNM,7548,7548,100,89,35,0,N
SALEM FIVE CENTS SVG BK,SALEM FIVE BC,175,618807,"SALEM, MA",SNM,7537,7537,100,89,33,0,N
FIRST MID B&TC NA,FIRST MID BSHRS,176,762447,"MATTOON, IL",NAT,7534,7534,100,89,80,0,N
PATHWARD NA,PATHWARD FNCL,177,435077,"SIOUX FALLS, SD",NAT,7528,7528,100,89,0,0,N
CENTRAL PACIFIC BK,CENTRAL PACIFIC FC,178,701062,"HONOLULU, HI",SNM,7372,7372,100,89,27,0,N
METROPOLITAN CMRL BK,METROPOLITAN BK HOLD CORP,179,2705895,"NEW YORK, NY",SMB,7265,7265,100,89,6,0,N
WASHINGTON TC OF WESTERLY,WASHINGTON TR BC,180,816603,"WESTERLY, RI",SNM,7189,7189,100,89,26,0,N
INTRUST BK NA,INTRUST FC,181,557858,"WICHITA, KS",NAT,7084,7084,100,89,39,0,N
CAMBRIDGE SVG BK,CAMBRIDGE FNCL GROUP,182,758703,"CAMBRIDGE, MA",SNM,7084,7084,100,90,17,0,N
FIRST AMER BK,FIRST AMER BK CORP,183,850036,"ELK GROVE VILLAGE, IL",SNM,7075,7075,100,90,57,0,N
HERITAGE BK,HERITAGE FC,184,881478,"OLYMPIA, WA",SNM,7055,7055,100,90,50,0,N
FORBRIGHT BK,FORBRIGHT,185,3187630,"POTOMAC, MD",SNM,7002,7002,100,90,2,0,N
PREFERRED BK,,186,1918344,"LOS ANGELES, CA",SNM,6847,6847,100,90,15,0,N
BANKERS TC,BTC FC,187,811046,"DES MOINES, IA",SNM,6745,6745,100,90,24,0,N
B1BANK,BUSINESS FIRST BSHRS,188,3408728,"BATON ROUGE, LA",SNM,6704,6704,100,90,49,0,N
REPUBLIC B&TC,REPUBLIC BANCORP,189,316840,"LOUISVILLE, KY",SNM,6611,6611,100,90,46,0,N
FIRST BK,FB CORP,190,169653,"CREVE COEUR, MO",SMB,6596,6596,100,90,72,0,N
MIDWESTONE BK,MIDWESTONE FNCL GRP,191,836843,"IOWA CITY, IA",SNM,6577,6577,100,90,58,0,N
LAKE CITY BK,LAKELAND FC,192,874845,"WARSAW, IN",SMB,6568,6568,100,90,54,0,N
PEAPACK GLADSTONE BK,PEAPACK-GLADSTONE FC,193,236706,"BEDMINSTER, NJ",SMB,6500,6500,100,90,18,0,N
ALPINE BK,ALPINE BK OF CO,194,260055,"GLENWOOD SPRINGS, CO",SNM,6468,6468,100,90,43,0,N
RBC BK GA NA,RBC US GRP HOLDS LLC,195,3783948,"ATLANTA, GA",NAT,6461,6461,100,90,0,0,N
JOHNSON BK,JOHNSON FNCL GRP,196,58243,"RACINE, WI",SMB,6438,6438,100,90,31,0,N
STOCKMAN BK OF MT,STOCKMAN FC,197,651859,"MILES CITY, MT",SNM,6394,6394,100,90,40,0,N
OCEAN BK,OCEAN BSHRS,198,663834,"MIAMI, FL",SNM,6367,6367,100,90,22,0,N
BROOKLINE BK,BROOKLINE BC,199,782306,"BROOKLINE, MA",SMB,6353,6353,100,90,28,0,N
CITY NB OF WV,CITY HC,200,1011526,"CHARLESTON, WV",NAT,6320,6320,100,90,98,0,N
POPPY BK,BIG POPPY HOLDS,201,3232204,"SANTA ROSA, CA",SNM,6290,6290,100,90,27,0,N
WESTAMERICA BK,WESTAMERICA BC,202,697763,"SAN RAFAEL, CA",SMB,6267,6267,100,90,76,0,N
EMIGRANT BK,NEW YORK PRIV B&TR CORP,203,137915,"MIAMI, FL",SNM,6253,6253,100,90,2,0,N
GERMAN AMER BK,GERMAN AMER BC,204,37640,"JASPER, IN",SNM,6210,6210,100,90,72,0,N
FIVE STAR BK,FINANCIAL INST,205,601416,"WARSAW, NY",SMB,6104,6104,100,90,48,0,N
MIDDLESEX SVG BK,MIDDLESEX BC MHC,206,888002,"NATICK, MA",SNM,6039,6039,100,90,31,0,N
MIZUHO BK USA,MIZUHO AMERS LLC,207,229913,"NEW YORK, NY",SMB,6034,6034,100,90,1,0,Y
FIRST NB AMER,FIRST NAT BSHRS,208,413141,"EAST LANSING, MI",NAT,5968,5968,100,90,2,0,N
GREAT SOUTHERN BK,GREAT SOUTHERN BC,209,572374,"REEDS SPRING, MO",SNM,5962,5962,100,90,94,0,N
FREMONT BK,FREMONT BC,210,739560,"FREMONT, CA",SNM,5914,5914,100,90,21,0,N
CNB BK,CNB FC,211,399517,"CLEARFIELD, PA",SNM,5865,5865,100,90,57,0,N
SHORE UNITED BK NA,SHORE BSHRS,212,933023,"EASTON, MD",NAT,5857,5857,100,90,41,0,N
HARBORONE BK,HARBORONE BC,213,40499,"BROCKTON, MA",SNM,5789,5789,100,90,30,0,N
COMMUNITY TR BK INC,COMMUNITY TR BC,214,509811,"PIKEVILLE, KY",SMB,5768,5768,100,90,79,0,N
CAPE COD FIVE CENTS SVG BK,MUTUAL BC,215,664206,"HYANNIS, MA",SNM,5751,5751,100,90,23,0,N
BROADWAY NB,BROADWAY BSHRS,216,474254,"SAN ANTONIO, TX",NAT,5738,5738,100,90,33,0,N
CAMDEN NB,CAMDEN NAT CORP,217,593007,"CAMDEN, ME",NAT,5710,5710,100,91,56,0,N
OLD SECOND NB,OLD SECOND BC,218,936136,"AURORA, IL",NAT,5659,5659,100,91,48,0,N
MERCANTILE BK,MERCANTILE BK CORP,219,2608754,"GRAND RAPIDS, MI",SNM,5548,5548,100,91,39,0,N
SMBC MANUBANK,SMBC AMERS HOLDS,220,930965,"LOS ANGELES, CA",SNM,5505,5505,100,91,7,0,N
MORTON CMNTY BK,HOMETOWN CMNTY BC ESOP & TR,221,825146,"MORTON, IL",SNM,5468,5468,100,91,52,0,N
AMERICAN NB TX,ANB HC,222,599764,"TERRELL, TX",NAT,5461,5461,100,91,27,0,N
CTBC BK CORP USA,CTBC CAP CORP,223,996260,"LOS ANGELES, CA",SNM,5410,5410,100,91,19,0,N
FIRST INTERNATIONAL B&TC,WATFORD CITY BSHRS,224,236153,"WATFORD CITY, ND",SNM,5400,5400,100,91,27,0,N
MID PENN BK,MID PENN BC,225,786612,"MILLERSBURG, PA",SNM,5387,5387,100,91,45,0,N
CAMBRIDGE TC,CAMBRIDGE BC,226,736206,"CAMBRIDGE, MA",SNM,5326,5326,100,91,21,0,N
FIRST INTERNET BK IN,FIRST INTERNET BC,227,2758613,"FISHERS, IN",SNM,5322,5322,100,91,0,0,N
HINSDALE B&TC NA,WINTRUST FC,228,2119773,"HINSDALE, IL",NAT,5321,5321,100,91,16,0,N
INDEPENDENT BK,INDEPENDENT BK CORP,229,636771,"GRAND RAPIDS, MI",SMB,5273,5273,100,91,56,0,N
FARMERS & MRCH BK CENT CA,FARMERS & MRCH BC,230,808260,"LODI, CA",SNM,5270,5270,100,91,29,0,N
HERITAGE BK OF CMRC,HERITAGE CMRC CORP,231,2209553,"SAN JOSE, CA",SMB,5260,5260,100,91,16,0,N
EQUITY BK,EQUITY BSHRS,232,139656,"ANDOVER, KS",SMB,5239,5239,100,91,71,0,N
NORTHPOINTE BK,NORTHPOINTE BSHRS,233,2737980,"GRAND RAPIDS, MI",SNM,5164,5164,100,91,0,0,N
CFG BK,CAPITAL FUND BC,234,2471239,"LUTHERVILLE, MD",SNM,5163,5163,100,91,2,0,N
FARMERS NB,FARMERS NAT BC,235,680813,"CANFIELD, OH",NAT,5143,5143,100,91,63,0,N
FIRST NB ALASKA,,236,114260,"ANCHORAGE, AK",NAT,5116,5116,100,91,29,0,N
RIVER CITY BK,,237,253468,"SACRAMENTO, CA",SNM,5095,5095,100,91,10,0,N
AMERICAN NB,AMERICAN NAT CORP,238,660655,"OMAHA, NE",NAT,5052,5052,100,91,36,0,N
HEARTLAND B&TC,HBT FNCL,239,426534,"BLOOMINGTON, IL",SNM,5003,5003,100,91,67,0,N
WILSON B&TC,WILSON BHC,240,159636,"LEBANON, TN",SNM,4994,4994,100,91,29,0,N
NORTHBROOK B&TC NA,WINTRUST FC,241,2938198,"NORTHBROOK, IL",NAT,4993,4993,100,91,6,0,N
CHOICE FNCL GRP,CHOICE FNCL HOLD,242,826956,"FARGO, ND",SNM,4936,4936,100,91,17,0,N
CANANDAIGUA NB&TC,CANANDAIGUA NAT CORP,243,161602,"CANANDAIGUA, NY",NAT,4932,4932,100,91,25,0,N
SMARTBANK,SMARTFINANCIAL,244,3532641,"PIGEON FORGE, TN",SMB,4881,4881,100,91,41,0,N
FIRST FNCL BK NA,FIRST FC,245,693345,"TERRE HAUTE, IN",NAT,4879,4879,100,91,69,0,N
